"sku","_store","_attribute_set","_type","_category","_product_websites","name","image","small_image","thumbnail","_additional_image","_additional_image_label","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","use_config_qty_increments","qty_increments","use_config_enable_qty_increments","enable_qty_increments","_giftcard_amounts_website","_giftcard_amounts_amount","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_custom_option_store","_custom_option_type","_custom_option_title","_custom_option_is_required","_custom_option_price","_custom_option_sku","_custom_option_max_characters","_custom_option_sort_order","_custom_option_row_title","_custom_option_row_price","_custom_option_row_sku","_custom_option_row_sort"
"1059","","pulseras","simple","Pulseras","base","Ojo de Buey.  Ref.1059","/o/j/ojo_de_buey_ref.1059.jpg","/o/j/ojo_de_buey_ref.1059.jpg","/o/j/ojo_de_buey_ref.1059.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095","","pulseras","simple","Pulseras","base","Ovalo Regaliz.  Ref.1095","/o/v/ovalo_regaliz_ref.1095.jpg","/o/v/ovalo_regaliz_ref.1095.jpg","/o/v/ovalo_regaliz_ref.1095.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1075","","pulseras","simple","Pulseras","base","Potro Beig Cuero.  Ref.1075","/p/o/potro_beige_con_cuero_ref.1075.jpg","/p/o/potro_beige_con_cuero_ref.1075.jpg","/p/o/potro_beige_con_cuero_ref.1075.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1071","","pulseras","simple","Pulseras","base","Potro Negro Cebra.  Ref.1071","/p/o/potro_negro_con_cebra_ref.1071.jpg","/p/o/potro_negro_con_cebra_ref.1071.jpg","/p/o/potro_negro_con_cebra_ref.1071.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074","","pulseras","simple","Pulseras","base","Potro.  Ref.1074","/p/o/potro_ref.1074....jpg","/p/o/potro_ref.1074....jpg","/p/o/potro_ref.1074....jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074-2","","pulseras","simple","Pulseras","base","Potro.  Ref.1074-2","/p/o/potro_ref.1074.jpg","/p/o/potro_ref.1074.jpg","/p/o/potro_ref.1074.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074-3","","pulseras","simple","Pulseras","base","Potro.  Ref.1074-3","/p/o/potro_ref.1074-1.jpg","/p/o/potro_ref.1074-1.jpg","/p/o/potro_ref.1074-1.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","","pulseras","simple","Pulseras","base","Tubo Pequeño Nudo.  Ref.1090 ","/p/u/pulsera_ref.1090.jpg","/p/u/pulsera_ref.1090.jpg","/p/u/pulsera_ref.1090.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1091","","pulseras","simple","Pulseras","base","De lunares.  Ref.1091","/p/u/pulsera_ref.1091_1.jpg","/p/u/pulsera_ref.1091_1.jpg","/p/u/pulsera_ref.1091_1.jpg","/a/p/aparejos_web_blanco_089_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1008","","pulseras","simple","Pulseras","base","Punta Paloma.  Ref.1008","/p/u/punta_paloma_cref.1008.jpg","/p/u/punta_paloma_cref.1008.jpg","/p/u/punta_paloma_cref.1008.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095-2","","pulseras","simple","Pulseras","base","Rectángulo Doble Anilla.  Ref.1095-2","/r/e/rectangulo_doble_anillas_ref.1095.jpg","/r/e/rectangulo_doble_anillas_ref.1095.jpg","/r/e/rectangulo_doble_anillas_ref.1095.jpg","/a/p/aparejos_web_blanco_052_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1065","","pulseras","simple","Pulseras","base","Bolas Locas.  Ref.1065","/r/e/ref.1065.jpg","/r/e/ref.1065.jpg","/r/e/ref.1065.jpg","/a/p/aparejos_web_blanco_020_2__1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","/a/p/aparejos_web_blanco_023_2_.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081","","pulseras","simple","Pulseras","base","Duna XL.  Ref.1081","/r/e/ref.1081_...jpg","/r/e/ref.1081_...jpg","/r/e/ref.1081_...jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081-2","","pulseras","simple","Pulseras","base","Taj.  Ref.1081-2","/r/e/ref.1081.jpg","/r/e/ref.1081.jpg","/r/e/ref.1081.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1083","","pulseras","simple","Pulseras","base","Doble Locura.  Ref.1083","/r/e/ref.1083.jpg","/r/e/ref.1083.jpg","/r/e/ref.1083.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1124","","pulseras","simple","Pulseras","base","Pulsera.  Ref.1124","/r/e/ref.1124.jpg","/r/e/ref.1124.jpg","/r/e/ref.1124.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1044","","pulseras","simple","Pulseras","base","Sancti Petri.  Ref.1044","/s/a/sancti_petri_ref.1044.jpg","/s/a/sancti_petri_ref.1044.jpg","/s/a/sancti_petri_ref.1044.jpg","/a/p/aparejos_web_blanco_077_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1041","","pulseras","simple","Pulseras","base","Tavira Doble.  Ref.1041","/t/a/tavira_cierre_2_cm_ref.1041.jpg","/t/a/tavira_cierre_2_cm_ref.1041.jpg","/t/a/tavira_cierre_2_cm_ref.1041.jpg","/a/p/aparejos_web_blanco_178_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057","","pulseras","simple","Pulseras","base","Tavira.  Ref.1057","/t/a/tavira-hombre_ref.1057_1.jpg","/t/a/tavira-hombre_ref.1057_1.jpg","/t/a/tavira-hombre_ref.1057_1.jpg","/t/a/tavira-hombre_ref.1057_2.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","/a/p/aparejos_web_blanco_035_1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1002","","pulseras","simple","Pulseras","base","Trafalgar.  Ref.1002","/m/o/mod.trafalgar_22e_ref.1002.jpg","/m/o/mod.trafalgar_22e_ref.1002.jpg","/m/o/mod.trafalgar_22e_ref.1002.jpg","/a/p/aparejos_web_blanco_191_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1043","","pulseras","simple","Pulseras","base","Trenzada.  Ref.1043","/t/r/trenzada_ref.1043_1.jpg","/t/r/trenzada_ref.1043_1.jpg","/t/r/trenzada_ref.1043_1.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1022","","pulseras","simple","Pulseras","base","Valdevaqueros.  Ref.1022","/v/a/valdevaqueros_ref.1022_1.jpg","/v/a/valdevaqueros_ref.1022_1.jpg","/v/a/valdevaqueros_ref.1022_1.jpg","/a/p/aparejos_web_blanco_027_1.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117-2","","pulseras","simple","Pulseras","base","Perla Negra.  Ref.1117-2","/m/o/mod.perla_negra_ref.1117_2.jpg","/m/o/mod.perla_negra_ref.1117_2.jpg","/m/o/mod.perla_negra_ref.1117_2.jpg","/c/i/cierre_garfio_8.jpg","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","/a/p/aparejos_web_blanco_083.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4020","","pendientes","simple","Pendientes","base","Roche.  Ref.4020","/r/o/roche_ref.4020_1.jpg","/r/o/roche_ref.4020_1.jpg","/r/o/roche_ref.4020_1.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4067","","pendientes","simple","Pendientes","base","Círculos.  Ref.4067","/r/e/ref_4067.jpg","/r/e/ref_4067.jpg","/r/e/ref_4067.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4062","","pendientes","simple","Pendientes","base","Semiaro-placa.  Ref.4062","/r/e/ref.4062.jpg","/r/e/ref.4062.jpg","/r/e/ref.4062.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4061","","pendientes","simple","Pendientes","base","Semiaro-bola.  Ref.4061","/r/e/ref.4061.jpg","/r/e/ref.4061.jpg","/r/e/ref.4061.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4060","","pendientes","simple","Pendientes","base","Aro-bola.  Ref.4060","/r/e/ref.4060.jpg","/r/e/ref.4060.jpg","/r/e/ref.4060.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4059","","pendientes","simple","Pendientes","base","Aro-bola-plana.  Ref.4059","/r/e/ref.4059..jpg","/r/e/ref.4059..jpg","/r/e/ref.4059..jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4058","","pendientes","simple","Pendientes","base","Semiaro-bola-plana.  Ref.4058","/r/e/ref.4058.jpg","/r/e/ref.4058.jpg","/r/e/ref.4058.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4054","","pendientes","simple","Pendientes","base","Triángulo-buda.  Ref.4054","/r/e/ref.4054.jpg","/r/e/ref.4054.jpg","/r/e/ref.4054.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4048","","pendientes","simple","Pendientes","base","Aro-cuero-pepitas.  Ref.4048","/r/e/ref.4048.jpg","/r/e/ref.4048.jpg","/r/e/ref.4048.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4047","","pendientes","simple","Pendientes","base","Disco plano.  Ref.4047","/r/e/ref.4047.jpg","/r/e/ref.4047.jpg","/r/e/ref.4047.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4035","","pendientes","simple","Pendientes","base","Muelle-moneda.  Ref.4035","/r/e/ref.4035.jpg","/r/e/ref.4035.jpg","/r/e/ref.4035.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4034","","pendientes","simple","Pendientes","base","Círculo-moneda.  Ref.4034","/r/e/ref.4034.jpg","/r/e/ref.4034.jpg","/r/e/ref.4034.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4033","","pendientes","simple","Pendientes","base","Punta de flecha.  Ref.4033","/r/e/ref.4033.jpg","/r/e/ref.4033.jpg","/r/e/ref.4033.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4032","","pendientes","simple","Pendientes","base","Ovalado.  Ref.4032","/r/e/ref.4032.jpg","/r/e/ref.4032.jpg","/r/e/ref.4032.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4031","","pendientes","simple","Pendientes","base","Racimo.  Ref.4031","/r/e/ref.4031.jpg","/r/e/ref.4031.jpg","/r/e/ref.4031.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4030","","pendientes","simple","Pendientes","base","De lunares.  Ref.4030","/r/e/ref.4030.jpg","/r/e/ref.4030.jpg","/r/e/ref.4030.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4029","","pendientes","simple","Pendientes","base","Moneda-doble.  Ref.4029","/r/e/ref.4029.jpg","/r/e/ref.4029.jpg","/r/e/ref.4029.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4028","","pendientes","simple","Pendientes","base","Pepita.  Ref.4028","/r/e/ref.4028.jpg","/r/e/ref.4028.jpg","/r/e/ref.4028.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4027","","pendientes","simple","Pendientes","base","Donut-círculo.  Ref.4027","/r/e/ref.4027.jpg","/r/e/ref.4027.jpg","/r/e/ref.4027.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4026","","pendientes","simple","Pendientes","base","Barrilete-moneda.  Ref.4026","/r/e/ref.4026.jpg","/r/e/ref.4026.jpg","/r/e/ref.4026.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4024","","pendientes","simple","Pendientes","base","Cala-Chica.  Ref.4024","/r/e/ref.4024.jpg","/r/e/ref.4024.jpg","/r/e/ref.4024.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4023","","pendientes","simple","Pendientes","base","Donut-Cuadrado.  Ref.4023","/r/e/ref.4023.jpg","/r/e/ref.4023.jpg","/r/e/ref.4023.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4022","","pendientes","simple","Pendientes","base","Donut.  Ref.4022","/r/e/ref.4022.jpg","/r/e/ref.4022.jpg","/r/e/ref.4022.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4021","","pendientes","simple","Pendientes","base","Bolas-Moneda.  Ref.4021","/r/e/ref.4021.jpg","/r/e/ref.4021.jpg","/r/e/ref.4021.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4014","","pendientes","simple","Pendientes","base","Disco-Metal.  Ref.4014","/r/e/ref.4014.jpg","/r/e/ref.4014.jpg","/r/e/ref.4014.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4004","","pendientes","simple","Pendientes","base","Nudo.  Ref.4004","/r/e/ref.4004.jpg","/r/e/ref.4004.jpg","/r/e/ref.4004.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4003","","pendientes","simple","Pendientes","base","Semiaro Disco Grande.  Ref.4003","/r/e/ref.4003_y_14eref.4002.jpg","/r/e/ref.4003_y_14eref.4002.jpg","/r/e/ref.4003_y_14eref.4002.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4002","","pendientes","simple","Pendientes","base","Semiaro Disco Pequeño.  Ref.4002","/r/e/ref.4003_y_14eref.4002_2.jpg","/r/e/ref.4003_y_14eref.4002_2.jpg","/r/e/ref.4003_y_14eref.4002_2.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4066","","pendientes","simple","Pendientes","base","Piedras.  Ref.4066","/p/i/piedras_ref.4066.jpg","/p/i/piedras_ref.4066.jpg","/p/i/piedras_ref.4066.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4018","","pendientes","simple","Pendientes","base","Aros Pequeños.  Ref.4018","/p/e/peque_os_ref.4018.jpg","/p/e/peque_os_ref.4018.jpg","/p/e/peque_os_ref.4018.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4064","","pendientes","simple","Pendientes","base","Oval.  Ref.4064","/o/v/oval_ref_4064.jpg","/o/v/oval_ref_4064.jpg","/o/v/oval_ref_4064.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4069","","pendientes","simple","Pendientes","base","Igualdad.  Ref.4069","/m/o/mod.igualdad_ref.4069.jpg","/m/o/mod.igualdad_ref.4069.jpg","/m/o/mod.igualdad_ref.4069.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4049","","pendientes","simple","Pendientes","base","Elefantes-Om.  Ref.4049","/m/o/mod.elefantes-om_ref.4049.jpg","/m/o/mod.elefantes-om_ref.4049.jpg","/m/o/mod.elefantes-om_ref.4049.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4051","","pendientes","simple","Pendientes","base","Coral Rojo Bola.  Ref.4051","/m/o/mod.coral_bola_ref.4051_1.jpg","/m/o/mod.coral_bola_ref.4051_1.jpg","/m/o/mod.coral_bola_ref.4051_1.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4051-2","","pendientes","simple","Pendientes","base","Coral Negro Bola.  Ref.4051-2","/m/o/mod.coral_bola_ref.4051..jpg","/m/o/mod.coral_bola_ref.4051..jpg","/m/o/mod.coral_bola_ref.4051..jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4052","","pendientes","simple","Pendientes","base","Coral 3 piedras.  Ref.4052","/c/o/coral-rojo_ref.4045.jpg","/c/o/coral-rojo_ref.4045.jpg","/c/o/coral-rojo_ref.4045.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4053","","pendientes","simple","Pendientes","base","Budas Cueva.  Ref.4053","/m/o/mod.budas_cueva_ref.4053.jpg","/m/o/mod.budas_cueva_ref.4053.jpg","/m/o/mod.budas_cueva_ref.4053.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4055","","pendientes","simple","Pendientes","base","5 Budas.  Ref.4055","/m/o/mod.5_budas_cuadrados_ref.4055.jpg","/m/o/mod.5_budas_cuadrados_ref.4055.jpg","/m/o/mod.5_budas_cuadrados_ref.4055.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4072","","pendientes","simple","Pendientes","base","Buda Gota.  Ref.4072","/m/o/mod._buda_gota_ref.4072.jpg","/m/o/mod._buda_gota_ref.4072.jpg","/m/o/mod._buda_gota_ref.4072.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4019","","pendientes","simple","Pendientes","base","Aros Grandes.  Ref.4019","/g/r/grandes_ref.4019.jpg","/g/r/grandes_ref.4019.jpg","/g/r/grandes_ref.4019.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4045","","pendientes","simple","Pendientes","base","Coral Rojo.  Ref.4045","/c/o/coral-rojo_ref.4045_1.jpg","/c/o/coral-rojo_ref.4045_1.jpg","/c/o/coral-rojo_ref.4045_1.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4046","","pendientes","simple","Pendientes","base","Coral Blanco.  Ref.4046","/c/o/coral-blanco_ref.4046.jpg","/c/o/coral-blanco_ref.4046.jpg","/c/o/coral-blanco_ref.4046.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4063","","pendientes","simple","Pendientes","base","Círculo.  Ref.4063","/c/i/circulo_ref_4063.jpg","/c/i/circulo_ref_4063.jpg","/c/i/circulo_ref_4063.jpg","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","1","0","1","1","0.0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
